target,sampwt,trainFlg,appAge,appResidence,appTimeAddress,appIncome,appOcc,appFinanceCo,appChkSv,dealNewUsed,dealLoanToVal,cbFICO,cbTimeFile,cbMosAvg,cbUtilizn,cb90Ever,cbPctGood,cbMosDlq,cbInq5Mos,cbMosInq,Date_Opened
0,49.12260562,1,27,P,0,1917,g,N,0,N,89.70000076,715,402,9,46,0,100,-99000576,4,0,Mon Mar 26 15:00:00 CST 2007
0,46.93384305,1,24,P,24,1330,u,N,2,N,95,647,403,2,62,0,100,-99000576,6,0,Sat Apr 28 15:00:00 CST 2007
0,49.14756007,2,24,R,0,2500,g,N,3,N,92.70000076,697,502,-99000784,30,0,89,-99000712,8,0,Wed Jun 27 15:00:00 CST 2007
0,47.73507006,1,32,R,1,1625,w,N,3,N,82.80000305,659,1106,1,-99000712,3,70,20,3,0,Fri Mar 02 16:00:00 CST 2007
0,47.61818041,1,22,R,1,1440,k,N,3,N,89.70000076,593,203,5,44,0,88,2,11,0,Wed Jan 03 16:00:00 CST 2007
0,45.11328237,1,37,Q,1,2500,w,B,3,N,87.90000057,614,408,2,-99000712,1,83,5,2,0,Wed Apr 25 15:00:00 CST 2007
0,32.62038995,2,-99000792,H,0,2000,f,_,0,N,96.40000057,585,2206,-99000784,27,4,44,2,12,0,Thu Jul 20 15:00:00 CST 2006
0,40.11675105,1,22,R,0,1181,f,_,0,N,86.70000076,668,8,-99000784,-99000576,0,100,-99000576,6,0,Sun Oct 22 15:00:00 CST 2006
0,34.40574339,2,-99000792,P,3,2000,f,N,0,N,88.20000076,624,9,2,-99000672,0,100,-99000576,6,0,Tue Apr 17 15:00:00 CST 2007
0,49.56706065,1,24,R,6,1545,g,M,3,N,91.70000076,674,309,6,0,0,50,-99000712,6,0,Wed Feb 14 16:00:00 CST 2007
0,47.28609592,1,35,H,1,1800,y,M,2,N,85.80000019,594,1309,3,20,3,18,2,12,0,Tue Apr 24 15:00:00 CST 2007
0,49.26268987,1,27,P,15,1400,b,N,3,N,89.5,623,605,1,40,0,43,13,6,1,Mon Oct 16 15:00:00 CST 2006
0,48.30843194,1,19,P,7,1200,w,_,3,N,54.5,644,104,5,-99000672,0,100,-99000576,7,0,Wed Sep 06 15:00:00 CST 2006
0,36.1342677,1,25,Q,5,1200,u,_,1,N,93,573,405,-99000784,-99000672,1,0,2,3,0,Wed Sep 13 15:00:00 CST 2006
0,49.76065704,1,45,H,10,4517,u,N,3,N,96,637,1311,-99000784,65,3,58,8,1,0,Wed Jan 03 16:00:00 CST 2007
0,50.22594599,1,-99000792,P,10,840,w,N,3,N,76.20001221,699,210,-99000784,22,0,100,-99000576,2,0,Sun Aug 13 15:00:00 CST 2006
0,48.2989498,1,33,R,2,3167,y,M,3,N,94.30000019,588,601,58,-99000712,2,0,6,16,0,Fri Oct 06 15:00:00 CST 2006
0,31.09916932,2,18,P,18,1900,g,_,0,N,92.70000076,0,1,2,-99000672,0,-99000712,-99000576,6,0,Thu Sep 21 15:00:00 CST 2006
0,47.66018058,1,21,P,10,1600,b,M,2,N,88.10000038,733,1806,-99000784,87,0,100,-99000576,3,0,Sat Aug 19 15:00:00 CST 2006
0,42.81951425,1,30,H,2,2920,y,_,2,N,88.70000076,600,207,-99000784,-99000712,2,33,1,4,0,Wed Dec 13 16:00:00 CST 2006
0,49.68804083,2,-99000792,P,3,1050,f,N,3,N,74.80000305,707,604,2,100,0,100,-99000576,2,0,Sun Feb 18 16:00:00 CST 2007
0,49.20045501,1,62,H,6,1800,y,M,2,N,92.90000057,670,709,-99000784,83,0,100,-99000576,4,0,Thu Aug 03 15:00:00 CST 2006
0,49.87402728,2,25,R,2,2200,y,N,3,N,105.0999994,682,602,17,39,0,100,-99000576,7,0,Mon May 14 15:00:00 CST 2007
0,48.01817629,1,35,H,12,5633,f,N,3,N,82.5,602,1100,1,0,1,50,9,0,-99000672,Wed Dec 27 16:00:00 CST 2006
0,49.17631105,1,-99000792,H,0,2800,y,_,0,N,82.80000305,0,600,2,-99000712,2,33,29,0,-99000672,Thu Jun 21 15:00:00 CST 2007
0,49.40639381,1,44,H,1,2000,w,F,3,N,90.60000038,647,1009,72,58,1,50,-99000712,0,-99000672,Tue May 08 15:00:00 CST 2007
0,50.32530787,1,45,H,17,2663,b,N,2,N,68.20001221,763,1110,-99000784,36,0,100,-99000576,0,-99000672,Wed Dec 20 16:00:00 CST 2006
0,46.93432936,1,37,H,5,5500,g,N,3,N,79.90000916,566,1609,-99000784,56,7,30,2,9,0,Wed Jan 10 16:00:00 CST 2007
0,47.12205052,1,26,R,1,1850,b,M,2,N,84.20000076,606,-99000784,4,-99000672,0,0,8,9,0,Thu Aug 24 15:00:00 CST 2006
0,47.56748235,1,18,P,2,950,f,_,3,N,60.5,0,0,2,-99000672,0,-99000712,-99000576,3,0,Tue Sep 19 15:00:00 CST 2006
0,49.86484316,2,64,H,10,998,b,N,2,N,89.90000057,647,1002,2,75,1,78,46,3,0,Fri Nov 24 16:00:00 CST 2006
0,44.51532297,1,26,R,5,3690,w,N,3,N,93.40000057,610,508,2,82,0,100,-99000576,12,0,Thu Jan 04 16:00:00 CST 2007
0,44.4767396,1,41,H,3,33500,g,_,3,N,93.30000019,579,1304,1,58,4,67,1,6,0,Sat Oct 07 15:00:00 CST 2006
0,46.03957647,1,39,P,5,1500,f,N,3,N,79.5,600,704,-99000784,29,4,56,7,5,0,Thu Nov 09 16:00:00 CST 2006
0,37.51409348,1,-99000792,P,20,2200,y,F,2,N,99.60000002,561,503,1,70,1,60,2,12,0,Sun Mar 25 15:00:00 CST 2007
0,48.7125574,2,27,Q,1,1603,b,N,2,N,80.80000305,615,700,-99000784,59,3,40,5,9,1,Fri Feb 23 16:00:00 CST 2007
0,41.12375163,1,42,H,2,3400,g,N,3,N,94,577,1005,-99000784,101,0,67,-99000712,10,0,Wed Dec 06 16:00:00 CST 2006
0,47.39893828,1,37,H,10,1993,y,N,3,N,89.20000076,661,503,-99000784,31,1,60,20,13,0,Sun Jul 02 15:00:00 CST 2006
0,48.33515327,1,31,R,1,2000,k,N,3,N,76.40000916,672,100,26,-99000672,0,100,-99000576,3,0,Mon Jun 18 15:00:00 CST 2007
0,50.2455865,2,30,R,4,1955,g,M,3,N,80.30000305,719,906,-99000784,49,0,100,-99000576,1,5,Fri Mar 09 16:00:00 CST 2007
0,42.27190273,1,36,R,5,3100,s,F,3,N,83.30000305,615,302,-99000784,-99000712,1,80,78,15,0,Thu Oct 12 15:00:00 CST 2006
0,48.65947197,1,49,H,49,1600,w,N,3,N,89.80000019,639,8,-99000784,-99000672,0,100,-99000576,2,0,Sun Aug 13 15:00:00 CST 2006
0,50.24149741,1,25,H,6,2102,u,M,3,N,88.70000076,666,611,-99000784,78,0,71,12,1,1,Thu Oct 26 15:00:00 CST 2006
0,45.15705407,1,24,P,0,1252,b,M,1,N,92.60000038,558,302,2,-99000672,1,0,3,2,0,Mon Feb 26 16:00:00 CST 2007
0,38.44017269,1,40,P,37,2400,g,N,3,N,100,518,1000,23,30,10,29,2,8,0,Fri Dec 01 16:00:00 CST 2006
0,28.26658672,1,21,R,2,1800,w,N,2,N,90.10000038,558,8,-99000784,82,0,50,1,5,0,Sat Apr 21 15:00:00 CST 2007
0,46.69360675,1,30,H,3,3336,f,N,3,N,69.6000061,570,603,37,94,3,69,1,3,0,Fri Jan 12 16:00:00 CST 2007
0,42.32503077,1,26,P,10,2100,k,N,2,N,81.70001221,0,109,14,-99000672,0,-99000712,-99000576,14,0,Tue Nov 21 16:00:00 CST 2006
0,40.79505847,2,34,H,6,1400,k,N,2,N,82.80000305,641,1007,-99000784,438,3,40,25,10,0,Fri Jun 08 15:00:00 CST 2007
0,47.45299488,1,25,R,1,1516,b,_,3,N,79.80000305,0,0,2,-99000672,0,-99000712,-99000576,8,0,Thu Dec 07 16:00:00 CST 2006
0,48.62853976,1,29,R,0,1800,b,B,2,N,88.70000076,639,704,-99000784,-99000712,4,46,9,3,0,Tue Oct 24 15:00:00 CST 2006
0,46.74282643,1,21,R,0,2450,b,M,3,N,89.10000038,575,209,-99000784,88,0,89,20,6,0,Wed May 16 15:00:00 CST 2007
0,48.42480511,1,30,P,5,2100,g,_,0,N,48.30000305,0,505,14,-99000672,0,-99000712,-99000576,1,0,Fri Jan 26 16:00:00 CST 2007
0,37.74817819,1,26,H,2,1700,s,N,3,N,85,551,211,-99000784,83,0,88,2,9,0,Tue Jun 12 15:00:00 CST 2007
0,49.00369132,2,24,Q,2,1800,b,N,3,N,91.70000076,612,500,12,115,0,78,7,5,0,Sun Oct 15 15:00:00 CST 2006
0,46.40278959,1,23,P,7,1000,w,N,3,N,94.5,656,207,-99000784,-99000672,0,100,-99000576,3,0,Thu Feb 01 16:00:00 CST 2007
0,49.33541393,1,29,R,3,1382,g,N,3,N,70.40000916,0,1,-99000784,-99000672,0,-99000712,-99000576,0,-99000672,Tue Jan 02 16:00:00 CST 2007
0,49.29892482,1,30,H,3,2167,b,F,1,N,68.5,0,0,-99000784,-99000672,0,-99000712,-99000576,1,0,Sun Oct 01 15:00:00 CST 2006
0,46.7760363,1,37,R,1,1366,w,M,1,N,78.80000305,572,910,-99000784,-99000712,8,17,2,5,0,Fri Mar 16 15:00:00 CST 2007
0,44.28298366,1,27,P,15,1750,g,B,3,N,85.20000076,608,410,-99000784,16,1,91,2,8,0,Tue Feb 20 16:00:00 CST 2007
0,49.23573694,1,57,H,21,3000,y,N,3,N,89.80000019,665,809,23,0,2,63,24,4,0,Tue Jun 19 15:00:00 CST 2007
0,49.65863284,1,22,R,0,2190,y,N,3,N,87.5,627,205,7,41,0,86,12,4,0,Mon Nov 06 16:00:00 CST 2006
0,46.46128233,1,25,R,1,2223,w,N,2,N,90.5,636,108,3,-99000672,0,100,-99000576,4,0,Thu Dec 14 16:00:00 CST 2006
0,49.1080366,1,44,R,5,1400,y,N,0,N,96,662,706,3,55,0,67,13,4,0,Wed Jun 20 15:00:00 CST 2007
0,38.74010729,1,21,P,0,3933,b,F,2,N,85,630,410,66,-99000672,0,50,54,11,0,Wed Dec 13 16:00:00 CST 2006
0,47.52620304,2,24,R,1,1480,k,N,3,N,80.20001221,612,400,11,64,1,33,4,4,0,Mon Aug 07 15:00:00 CST 2006
0,49.85328144,1,-99000792,R,3,2667,b,N,2,N,62,598,706,4,49,0,50,3,7,0,Mon Apr 02 15:00:00 CST 2007
0,49.05533346,1,52,H,7,1700,b,N,3,N,86.70000076,603,1102,2,40,5,50,1,4,0,Sun Dec 10 16:00:00 CST 2006
0,28.83340694,1,34,P,1,1367,f,F,0,N,73.6000061,570,709,-99000784,99,3,50,2,4,0,Sun Mar 04 16:00:00 CST 2007
0,48.74535014,1,20,R,0,1500,y,N,3,N,86.10000038,615,308,10,54,0,50,20,5,0,Thu May 24 15:00:00 CST 2007
0,46.9377712,1,26,R,0,5000,g,N,3,N,90.60000038,667,607,-99000784,71,0,100,-99000576,8,0,Sun Jan 14 16:00:00 CST 2007
0,48.30562505,1,36,Q,0,3500,w,M,3,N,92.30000019,660,1004,14,93,4,50,15,2,0,Sun Apr 08 15:00:00 CST 2007
0,40.30287881,1,43,R,2,1417,w,N,0,N,61.80000305,506,1003,3,100,6,0,1,6,0,Mon Nov 27 16:00:00 CST 2006
0,44.21403138,1,33,H,7,6640,y,M,2,N,90,509,611,2,82,0,60,1,8,0,Tue Jan 23 16:00:00 CST 2007
0,49.82708516,2,30,H,1,3600,w,N,3,N,92.10000038,657,700,-99000784,38,0,100,-99000576,5,0,Sun Jan 21 16:00:00 CST 2007
0,46.20999499,1,53,R,16,2044,g,M,2,N,85.70000076,589,807,12,66,0,86,3,9,0,Sat Nov 18 16:00:00 CST 2006
0,50.04549803,1,23,R,0,1445,g,N,3,N,77.80000305,673,500,12,53,0,96,40,2,0,Sat Jul 08 15:00:00 CST 2006
0,49.80051799,1,25,H,1,1561,w,N,3,N,82.1000061,701,609,22,56,0,100,-99000576,6,0,Fri May 25 15:00:00 CST 2007
0,47.36964474,2,24,R,2,2500,y,N,2,N,85.30000019,584,403,35,78,2,50,4,7,0,Sat May 19 15:00:00 CST 2007
0,47.89174985,1,26,R,0,1367,f,M,2,N,90.40000057,637,611,-99000784,-99000672,0,100,-99000576,4,0,Sat Jan 06 16:00:00 CST 2007
0,42.45673042,1,23,P,14,1053,b,_,0,N,100,0,7,9,-99000672,0,-99000712,-99000576,6,0,Sun Jun 24 15:00:00 CST 2007
0,37.20934359,1,28,R,2,1733,p,F,2,N,86.80000019,586,207,-99000784,-99000672,1,50,2,18,0,Mon Nov 06 16:00:00 CST 2006
0,44.52309217,1,60,H,10,1600,f,N,2,N,92.80000019,616,1704,3,37,1,63,3,9,0,Wed Sep 06 15:00:00 CST 2006
0,50.2003185,1,55,R,0,3200,y,M,2,N,90.5,658,1503,-99000784,57,0,93,9,1,0,Thu Jul 06 15:00:00 CST 2006
0,45.72408186,2,40,H,12,3333,f,M,3,N,86.60000038,539,1110,-99000784,79,0,63,1,9,0,Fri Jun 08 15:00:00 CST 2007
0,48.41357326,1,-99000792,P,1,1250,k,N,3,N,81.70001221,648,1206,3,50,5,50,13,5,0,Sat Apr 14 15:00:00 CST 2007
0,49.16078882,1,31,R,0,1680,h,N,1,N,74.90000916,669,903,1,66,1,83,60,7,0,Wed Sep 13 15:00:00 CST 2006
0,46.98573112,1,40,H,8,3458,f,F,2,N,87.70000076,591,1206,-99000784,-99000712,1,88,1,5,0,Wed Mar 14 15:00:00 CST 2007
0,44.61104044,1,25,P,3,1550,k,M,2,N,92.5,569,209,3,93,0,33,2,4,0,Wed Mar 07 16:00:00 CST 2007
0,46.20617959,2,22,Q,1,866,f,N,2,N,85.90000057,588,206,20,-99000672,1,50,9,1,2,Sat Sep 02 15:00:00 CST 2006
0,47.07854594,1,29,P,8,2800,f,N,3,N,87.90000057,612,807,29,57,3,22,3,2,0,Sun Jul 09 15:00:00 CST 2006
0,46.30766026,1,19,M,0,864,b,F,1,N,99.10000002,671,605,22,79,0,100,-99000576,5,0,Mon Dec 11 16:00:00 CST 2006
0,46.73725438,2,39,H,12,12000,w,N,3,N,87.40000057,613,804,7,86,0,89,13,5,0,Sat Jul 15 15:00:00 CST 2006
0,49.79672709,1,29,R,1,2308,f,N,3,N,88.40000057,637,802,19,40,0,100,-99000576,5,0,Tue Jan 02 16:00:00 CST 2007
0,45.84116446,2,19,P,4,1344,w,N,3,N,114.2999992,0,102,1,-99000672,0,-99000712,-99000576,6,0,Sun Oct 15 15:00:00 CST 2006
0,50.31765874,1,41,R,1,2800,y,N,3,N,67.90000916,674,508,-99000784,7,0,100,-99000576,3,0,Fri May 11 15:00:00 CST 2007
0,45.01489003,1,25,H,1,6300,g,B,3,N,87.40000057,535,400,-99000784,59,1,69,2,4,0,Mon May 28 15:00:00 CST 2007
0,50.20711327,1,-99000792,H,8,1400,b,M,2,N,88.30000019,654,1400,31,49,1,93,19,2,0,Thu Jun 07 15:00:00 CST 2007
0,50.00298154,1,25,R,0,1700,b,M,2,N,111.0999994,670,501,19,51,0,86,31,4,0,Wed Oct 18 15:00:00 CST 2006
0,49.85973555,1,56,H,16,1842,b,N,3,N,84.30000019,625,1701,2,22,0,93,7,13,0,Wed Jan 03 16:00:00 CST 2007
0,43.19067866,1,39,R,1,3000,u,N,2,N,84.5,554,705,-99000784,107,9,0,2,5,0,Mon Jul 24 15:00:00 CST 2006
0,50.2169463,1,28,H,1,1042,o,N,3,N,86.5,657,1000,2,49,0,96,16,2,0,Thu May 10 15:00:00 CST 2007
0,47.46732803,1,32,H,0,3440,b,N,3,N,92.5,648,1100,-99000784,81,0,96,39,9,0,Wed Sep 20 15:00:00 CST 2006
0,36.33372146,1,-99000792,H,0,2693,y,N,1,N,95.30000019,518,104,2,127,0,86,2,30,0,Fri May 18 15:00:00 CST 2007
0,47.17964943,1,35,R,1,1560,g,N,2,N,118.699997,565,707,11,36,6,30,2,4,0,Mon Feb 05 16:00:00 CST 2007
0,50.05773748,2,-99000792,H,22,2858,y,N,2,N,89.60000038,705,1403,-99000784,39,0,100,-99000576,4,0,Mon May 21 15:00:00 CST 2007
0,46.92954295,1,53,R,0,12500,g,N,3,N,79.40000916,558,2105,30,42,14,60,1,4,0,Mon Nov 27 16:00:00 CST 2006
0,44.44736977,1,25,R,9,1600,e,F,1,N,87.70000076,598,204,-99000784,-99000712,1,67,12,7,0,Mon Jan 22 16:00:00 CST 2007
0,48.18292266,1,26,P,26,1200,w,N,3,N,95.30000019,692,701,-99000784,0,3,20,29,2,0,Sat Mar 17 15:00:00 CST 2007
0,39.8471506,1,-99000792,R,0,1603,g,M,2,N,85.10000038,488,206,33,91,2,67,1,3,0,Wed Feb 21 16:00:00 CST 2007
0,49.50584518,1,43,H,6,6667,b,N,0,N,90.80000019,695,2103,-99000784,32,0,97,-99000576,4,0,Sun Apr 22 15:00:00 CST 2007
0,49.46766523,1,28,R,3,1000,g,N,3,N,90.80000019,665,908,-99000784,48,0,0,2,3,0,Tue Sep 05 15:00:00 CST 2006
0,46.32581343,1,66,H,6,3150,y,N,2,N,95.70000076,629,208,2,100,0,100,-99000576,10,0,Mon Jul 17 15:00:00 CST 2006
0,18.64563556,1,33,R,7,2726,g,B,0,N,81.6000061,518,501,35,94,5,69,0,13,0,Tue Jul 18 15:00:00 CST 2006
0,22.56532388,1,39,H,0,5200,b,N,0,N,95.5,537,505,-99000784,72,4,64,1,12,0,Sun Nov 19 16:00:00 CST 2006
0,42.86769906,1,27,P,15,1300,h,N,3,N,86.70000076,628,106,6,95,0,100,-99000576,12,0,Thu Jul 20 15:00:00 CST 2006
0,43.42201295,1,-99000792,H,7,27444,w,F,1,N,90.90000057,640,801,4,-99000712,3,29,35,8,0,Thu Dec 21 16:00:00 CST 2006
0,46.62672104,1,39,H,19,4500,r,N,0,N,84.10000038,551,1710,4,49,2,43,2,4,0,Sun Jun 17 15:00:00 CST 2007
0,49.65799477,2,23,R,1,2500,e,N,3,N,93.70000076,610,211,2,60,0,100,-99000576,6,0,Thu Jan 18 16:00:00 CST 2007
0,49.56286223,1,-99000792,H,3,2317,p,N,3,N,86.30000019,643,1211,4,83,0,100,-99000576,5,0,Thu Sep 14 15:00:00 CST 2006
0,43.94159584,2,21,R,0,1500,w,N,2,N,110.2999992,663,300,55,0,1,86,14,10,0,Fri Aug 04 15:00:00 CST 2006
0,50.22476143,1,44,H,16,2650,b,M,2,N,81.20001221,645,1511,15,20,1,57,9,2,0,Sun May 20 15:00:00 CST 2007
0,49.67221471,1,23,R,0,1800,b,N,3,N,78.90000916,615,9,10,95,0,100,-99000576,1,0,Sat Nov 18 16:00:00 CST 2006
0,43.53683214,1,21,R,0,1700,g,N,2,N,91.10000038,625,204,3,33,0,83,11,9,0,Thu Jul 13 15:00:00 CST 2006
0,42.17522202,2,30,P,30,1860,g,F,2,N,94.90000057,542,602,24,2,4,0,1,14,0,Wed Nov 01 16:00:00 CST 2006
0,44.7026496,2,27,H,6,4333,f,N,3,N,84,564,710,8,78,1,71,6,8,0,Sun Dec 24 16:00:00 CST 2006
0,47.65559606,1,24,H,0,6033,w,M,2,N,104.8999996,602,509,-99000784,79,0,75,2,11,0,Thu Sep 07 15:00:00 CST 2006
0,50.0548695,1,36,H,3,3680,b,M,3,N,70,0,710,-99000784,-99000712,1,50,13,6,0,Sun Oct 15 15:00:00 CST 2006
0,48.93201352,2,25,H,0,1664,w,_,3,N,93.20000076,652,402,14,23,0,75,3,5,0,Fri Jan 12 16:00:00 CST 2007
0,49.46104618,1,-99000792,P,4,1300,f,N,0,N,90,654,403,-99000784,5,0,92,7,5,0,Wed Jan 17 16:00:00 CST 2007
0,49.49420166,1,37,R,0,1500,g,N,2,N,87.5,642,1200,5,46,1,87,25,6,0,Wed Apr 11 15:00:00 CST 2007
0,38.85105608,1,22,Q,6,1553,g,M,1,N,88.90000057,545,204,23,98,1,50,1,16,0,Sun Mar 18 15:00:00 CST 2007
0,48.38001642,1,-99000792,H,1,2417,k,N,2,N,99.20000005,664,704,3,87,0,90,22,2,0,Sat May 19 15:00:00 CST 2007
0,47.81882187,2,38,R,1,2500,b,F,3,N,90.40000057,561,1101,1,53,4,64,1,6,0,Sun Oct 22 15:00:00 CST 2006
0,47.80010344,1,41,H,12,5500,s,N,3,N,99.30000001,555,1311,2,26,1,94,1,6,0,Fri Nov 03 16:00:00 CST 2006
0,49.78250094,1,-99000792,P,2,1000,b,N,3,N,78.90000916,582,400,14,-99000576,1,0,1,1,0,Fri Sep 15 15:00:00 CST 2006
0,48.91670624,1,37,R,2,3917,b,N,2,N,93.60000038,655,1309,10,67,1,81,13,4,0,Fri May 25 15:00:00 CST 2007
0,49.06731258,1,-99000792,R,0,3750,y,N,2,N,81.5,0,0,-99000784,-99000672,0,-99000712,-99000576,6,0,Thu May 17 15:00:00 CST 2007
0,21.83856969,1,20,R,1,1878,g,N,2,N,91.70000076,510,104,-99000784,106,0,33,1,9,0,Sun Mar 18 15:00:00 CST 2007
0,28.44933297,1,-99000792,H,11,1109,g,N,0,N,94.10000038,507,608,5,78,2,59,2,5,0,Tue Dec 12 16:00:00 CST 2006
0,50.02765892,1,24,R,1,850,y,N,1,N,93.70000076,669,405,-99000784,32,0,80,17,1,0,Mon Aug 28 15:00:00 CST 2006
0,39.45373976,2,21,H,0,3250,g,F,2,N,82.80000305,633,307,2,118,0,100,-99000576,8,0,Fri Feb 16 16:00:00 CST 2007
0,47.13080526,1,53,H,17,5705,y,M,3,N,88.10000038,501,1009,-99000784,63,2,63,1,16,0,Sat Apr 28 15:00:00 CST 2007
0,49.51006234,2,24,R,2,1792,y,N,2,N,69.40000916,582,510,-99000784,59,3,25,5,2,0,Fri Oct 13 15:00:00 CST 2006
0,38.25977782,1,21,P,11,2795,y,N,2,N,84.30000019,558,106,3,-99000672,2,33,2,4,0,Thu Jun 07 15:00:00 CST 2007
0,39.9919877,2,22,P,3,1800,y,B,0,N,83.1000061,617,211,0,-99000672,0,100,-99000576,29,0,Fri Mar 09 16:00:00 CST 2007
0,48.03853676,1,22,P,11,1500,y,N,3,N,82.90000916,584,206,-99000784,53,0,86,6,8,0,Mon Nov 13 16:00:00 CST 2006
0,47.71379343,1,43,R,1,2750,y,M,2,N,84.60000038,542,501,-99000784,67,6,38,2,5,0,Fri Aug 18 15:00:00 CST 2006
0,49.31125016,2,30,H,2,6350,w,M,3,N,88.70000076,618,707,1,124,0,64,14,5,0,Fri Nov 24 16:00:00 CST 2006
0,47.10911953,1,29,R,0,1935,g,M,3,N,93.70000076,584,507,3,21,1,50,3,6,0,Thu Dec 28 16:00:00 CST 2006
0,31.61897932,1,19,P,11,791,y,N,1,N,88.60000038,582,406,2,109,0,100,-99000576,30,0,Sun Nov 12 16:00:00 CST 2006
0,50.21050213,1,28,P,0,2240,g,M,2,N,101.3999996,676,810,-99000784,0,0,88,6,1,0,Wed Dec 27 16:00:00 CST 2006
0,41.38283861,1,22,R,2,1500,f,M,2,N,96.30000019,0,108,57,-99000672,0,100,-99000576,14,0,Tue Sep 05 15:00:00 CST 2006
0,49.19718603,1,35,H,1,4200,b,N,2,N,96.70000076,589,1305,8,79,0,90,3,3,0,Sun Mar 18 15:00:00 CST 2007
0,44.41925418,1,24,R,1,1500,f,N,2,N,86.90000057,572,206,4,98,0,100,-99000576,6,0,Tue Mar 13 15:00:00 CST 2007
0,49.32776106,1,40,R,7,9000,e,N,3,N,83.80000305,576,307,-99000784,74,2,80,3,6,0,Wed Dec 27 16:00:00 CST 2006
0,50.24377461,1,29,P,23,3600,b,N,3,N,83.20001221,719,305,-99000784,11,0,100,-99000576,4,0,Tue Aug 22 15:00:00 CST 2006
0,50.29846668,1,66,R,2,2056,w,M,3,N,86.20000076,777,2002,-99000784,3,0,100,-99000576,1,0,Thu Aug 24 15:00:00 CST 2006
0,48.85375676,1,30,R,4,1083,y,M,3,N,90.20000076,615,403,-99000784,28,1,20,9,4,0,Thu May 24 15:00:00 CST 2007
0,6.91536245,2,20,R,0,1058,g,N,0,N,90.20000076,456,110,3,109,4,14,2,17,0,Thu Jan 25 16:00:00 CST 2007
0,48.47839229,1,35,R,1,1333,g,M,2,N,91,684,1007,-99000784,37,0,100,-99000576,8,0,Fri Nov 03 16:00:00 CST 2006
0,43.56453175,1,37,H,12,3917,b,N,3,N,89.20000076,535,1507,-99000784,60,12,19,1,10,0,Mon Dec 18 16:00:00 CST 2006
0,38.97544104,1,30,R,0,1700,b,M,2,N,96.30000019,540,304,-99000784,87,0,78,5,10,0,Mon Oct 23 15:00:00 CST 2006
0,48.00916345,1,51,R,2,3300,y,M,3,N,91.40000057,586,707,1,-99000672,1,83,2,4,0,Fri Jul 07 15:00:00 CST 2006
0,46.60303861,1,67,H,65,2200,g,M,3,N,96.80000019,615,509,69,-99000672,0,100,-99000576,4,0,Wed Mar 14 15:00:00 CST 2007
0,42.75362137,1,23,R,1,2180,g,F,2,N,86.5,634,202,13,-99000672,0,0,-99000712,3,0,Fri Apr 06 15:00:00 CST 2007
0,40.62663787,2,29,P,6,1733,g,N,3,N,89.30000019,586,600,1,95,1,50,2,5,0,Sat Feb 17 16:00:00 CST 2007
0,49.55500498,1,35,R,1,2750,h,F,3,N,80,652,903,4,11,1,67,6,5,0,Thu Nov 16 16:00:00 CST 2006
0,47.49415414,1,30,P,0,1800,p,B,2,N,86.70000076,613,911,-99000784,78,2,38,3,4,0,Sun Oct 15 15:00:00 CST 2006
0,29.63111899,1,22,R,1,1333,w,M,0,N,96.5,554,202,-99000784,-99000712,2,25,1,4,0,Mon Nov 27 16:00:00 CST 2006
0,49.55694869,1,66,H,0,2500,b,M,3,N,81.1000061,566,704,74,-99000712,4,20,5,4,0,Wed Feb 28 16:00:00 CST 2007
0,43.64504008,1,22,R,0,1084,p,F,1,N,80.90000916,643,111,-99000784,-99000672,0,100,-99000576,10,0,Mon Jun 25 15:00:00 CST 2007
0,47.27559652,1,28,P,28,1200,f,M,3,N,87,634,200,0,-99000672,0,0,-99000712,2,0,Wed Feb 21 16:00:00 CST 2007
0,50.00757623,1,39,H,7,1917,r,M,2,N,95.80000019,675,2303,-99000784,23,0,100,-99000576,2,0,Sun Feb 11 16:00:00 CST 2007
0,48.76151251,1,32,H,7,2400,p,B,3,N,88.40000057,661,1102,-99000784,87,0,95,58,7,0,Thu Dec 21 16:00:00 CST 2006
0,44.53007353,1,52,H,14,6667,b,M,3,N,80.90000916,558,704,-99000784,-99000672,2,0,2,4,0,Wed Jul 12 15:00:00 CST 2006
0,49.8995358,2,42,H,1,9917,e,M,2,N,86.60000038,623,808,11,76,0,83,-99000712,5,0,Mon Mar 26 15:00:00 CST 2007
0,49.91804277,1,36,P,12,2000,f,M,3,N,87.80000019,781,1602,-99000784,0,0,100,-99000576,2,0,Fri Dec 15 16:00:00 CST 2006
0,45.15365738,1,23,R,1,2000,y,B,3,N,93.90000057,591,400,-99000784,93,1,67,2,5,0,Thu Jun 21 15:00:00 CST 2007
0,49.95470752,1,23,P,6,1300,b,N,3,N,95.5,684,311,-99000784,27,0,100,-99000576,4,0,Fri Jun 22 15:00:00 CST 2007
0,49.82077806,2,38,H,6,3250,f,N,3,N,88.80000019,674,1004,1,24,0,93,17,2,0,Wed Sep 20 15:00:00 CST 2006
0,49.00615883,1,44,H,15,2167,b,M,2,N,87,556,405,68,54,3,0,1,4,0,Fri Apr 13 15:00:00 CST 2007
0,42.86077859,1,22,R,1,2417,g,B,3,N,95.60000038,529,304,12,33,1,27,2,3,0,Sun Sep 03 15:00:00 CST 2006
0,49.45323607,1,33,H,8,3200,e,N,3,N,86.5,652,706,-99000784,-99000672,0,57,72,2,0,Mon Jul 24 15:00:00 CST 2006
